MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
VIOLENCIA INTRAFAMILIAR ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 28 DE FEBRERO DEL 2023;;;;;;;
ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
CONTUNDENTES;CALDAS;VITERBO;13/01/2023;FEMENINO;ADULTOS;17877000;1
CONTUNDENTES;CALDAS;VITERBO;19/01/2023;FEMENINO;ADULTOS;17877000;1
CONTUNDENTES;CALDAS;VITERBO;17/02/2023;FEMENINO;ADULTOS;17877000;1
CONTUNDENTES;CALDAS;VITERBO;17/02/2023;FEMENINO;MENORES;17877000;1
CONTUNDENTES;CAQUETÁ;CARTAGENA DEL CHAIRÁ;07/01/2023;FEMENINO;ADOLESCENTES;18150000;1
CONTUNDENTES;CAQUETÁ;CURILLO;15/01/2023;FEMENINO;ADULTOS;18205000;1
CONTUNDENTES;CAQUETÁ;EL DONCELLO;17/02/2023;FEMENINO;ADOLESCENTES;18247000;1
CONTUNDENTES;CAQUETÁ;EL PAUJIL;12/02/2023;FEMENINO;ADULTOS;18256000;1
CONTUNDENTES;CAQUETÁ;EL PAUJIL;17/02/2023;FEMENINO;ADULTOS;18256000;1
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);01/01/2023;FEMENINO;ADULTOS;18001000;1
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);16/01/2023;FEMENINO;ADULTOS;18001000;1
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);01/02/2023;FEMENINO;ADULTOS;18001000;2
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);03/02/2023;FEMENINO;ADULTOS;18001000;1
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);04/02/2023;FEMENINO;ADULTOS;18001000;2
CONTUNDENTES;CAQUETÁ;FLORENCIA (CT);18/02/2023;FEMENINO;ADULTOS;18001000;2
CONTUNDENTES;CAQUETÁ;LA MONTAÑITA;13/01/2023;FEMENINO;ADULTOS;18410000;1
CONTUNDENTES;CAQUETÁ;LA MONTAÑITA;14/02/2023;FEMENINO;ADULTOS;18410000;1
CONTUNDENTES;CASANARE;MONTERREY;29/01/2023;FEMENINO;ADULTOS;85162000;1
CONTUNDENTES;CASANARE;PAZ DE ARIPORO;22/01/2023;FEMENINO;ADULTOS;85250000;1
CONTUNDENTES;CASANARE;PAZ DE ARIPORO;28/01/2023;FEMENINO;ADULTOS;85250000;1
CONTUNDENTES;CASANARE;PAZ DE ARIPORO;09/02/2023;FEMENINO;ADULTOS;85250000;1
CONTUNDENTES;CASANARE;PORE;28/01/2023;FEMENINO;ADULTOS;85263000;1
CONTUNDENTES;CASANARE;TÁMARA;14/01/2023;FEMENINO;ADULTOS;85400000;1
CONTUNDENTES;CASANARE;TÁMARA;04/02/2023;FEMENINO;ADULTOS;85400000;1
CONTUNDENTES;CASANARE;TÁMARA;19/02/2023;FEMENINO;ADULTOS;85400000;1
CONTUNDENTES;CASANARE;VILLANUEVA;15/02/2023;MASCULINO;ADULTOS;85440000;1
CONTUNDENTES;CASANARE;YOPAL (CT);10/01/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);14/01/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);19/01/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);22/01/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);27/01/2023;FEMENINO;ADULTOS;85001000;2
CONTUNDENTES;CASANARE;YOPAL (CT);29/01/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);29/01/2023;MASCULINO;ADOLESCENTES;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);03/02/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);07/02/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);10/02/2023;FEMENINO;ADULTOS;85001000;2
CONTUNDENTES;CASANARE;YOPAL (CT);11/02/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);18/02/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CASANARE;YOPAL (CT);19/02/2023;FEMENINO;ADULTOS;85001000;1
CONTUNDENTES;CAUCA;BALBOA;25/02/2023;FEMENINO;ADULTOS;19075000;1
CONTUNDENTES;CAUCA;BOLÍVAR;01/01/2023;FEMENINO;ADULTOS;19100000;1
CONTUNDENTES;CAUCA;BOLÍVAR;11/01/2023;FEMENINO;ADULTOS;19100000;1
CONTUNDENTES;CAUCA;BOLÍVAR;11/01/2023;MASCULINO;ADULTOS;19100000;1
CONTUNDENTES;CAUCA;BOLÍVAR;05/02/2023;FEMENINO;ADULTOS;19100000;1
CONTUNDENTES;CAUCA;CAJIBÍO;01/01/2023;FEMENINO;ADULTOS;19130000;1
CONTUNDENTES;CAUCA;CAJIBÍO;09/01/2023;FEMENINO;ADULTOS;19130000;1
CONTUNDENTES;CAUCA;CAJIBÍO;10/01/2023;FEMENINO;ADULTOS;19130000;1
CONTUNDENTES;CAUCA;CALDONO;11/01/2023;FEMENINO;ADULTOS;19137000;1
CONTUNDENTES;CAUCA;EL TAMBO;01/01/2023;FEMENINO;ADULTOS;19256000;1
CONTUNDENTES;CAUCA;EL TAMBO;06/01/2023;FEMENINO;ADULTOS;19256000;1
CONTUNDENTES;CAUCA;GUACHENÉ;10/01/2023;FEMENINO;ADULTOS;19300000;2
CONTUNDENTES;CAUCA;INZÁ;02/01/2023;FEMENINO;ADULTOS;19355000;1
CONTUNDENTES;CAUCA;MIRANDA;04/02/2023;FEMENINO;ADULTOS;19455000;1
CONTUNDENTES;CAUCA;PADILLA;22/01/2023;FEMENINO;ADULTOS;19513000;1
CONTUNDENTES;CAUCA;PAEZ;02/01/2023;FEMENINO;ADULTOS;19517000;1
CONTUNDENTES;CAUCA;PATÍA;10/01/2023;FEMENINO;ADULTOS;19532000;1
CONTUNDENTES;CAUCA;PATÍA;12/01/2023;MASCULINO;ADULTOS;19532000;1
CONTUNDENTES;CAUCA;PATÍA;05/02/2023;FEMENINO;ADULTOS;19532000;1
CONTUNDENTES;CAUCA;PIENDAMÓ;02/01/2023;FEMENINO;ADULTOS;19548000;1
CONTUNDENTES;CAUCA;PIENDAMÓ;07/01/2023;MASCULINO;ADULTOS;19548000;1
CONTUNDENTES;CAUCA;PIENDAMÓ;12/01/2023;MASCULINO;ADOLESCENTES;19548000;2
CONTUNDENTES;CAUCA;PIENDAMÓ;20/01/2023;FEMENINO;ADULTOS;19548000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);01/01/2023;FEMENINO;ADULTOS;19001000;9
CONTUNDENTES;CAUCA;POPAYÁN (CT);01/01/2023;FEMENINO;MENORES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);01/01/2023;MASCULINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);02/01/2023;FEMENINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);02/01/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);03/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);04/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);04/01/2023;MASCULINO;ADOLESCENTES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);04/01/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);05/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);06/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);07/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);07/01/2023;MASCULINO;MENORES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);08/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);09/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);09/01/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);10/01/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);11/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);11/01/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);12/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);13/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);13/01/2023;MASCULINO;ADOLESCENTES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);13/01/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);14/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);15/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);17/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);18/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);19/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);20/01/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);20/01/2023;MASCULINO;ADOLESCENTES;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);20/01/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);21/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);22/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);23/01/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);23/01/2023;MASCULINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);24/01/2023;FEMENINO;ADOLESCENTES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);24/01/2023;FEMENINO;ADULTOS;19001000;5
CONTUNDENTES;CAUCA;POPAYÁN (CT);24/01/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);25/01/2023;FEMENINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);25/01/2023;MASCULINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);25/01/2023;MASCULINO;MENORES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);26/01/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);27/01/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);28/01/2023;FEMENINO;ADOLESCENTES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);28/01/2023;FEMENINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);28/01/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);29/01/2023;FEMENINO;ADOLESCENTES;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);29/01/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);29/01/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);30/01/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);31/01/2023;FEMENINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);31/01/2023;MASCULINO;ADULTOS;19001000;5
CONTUNDENTES;CAUCA;POPAYÁN (CT);01/02/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);01/02/2023;MASCULINO;MENORES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);02/02/2023;FEMENINO;ADULTOS;19001000;5
CONTUNDENTES;CAUCA;POPAYÁN (CT);02/02/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);03/02/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);03/02/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);04/02/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);05/02/2023;FEMENINO;ADULTOS;19001000;6
CONTUNDENTES;CAUCA;POPAYÁN (CT);05/02/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);06/02/2023;FEMENINO;ADULTOS;19001000;7
CONTUNDENTES;CAUCA;POPAYÁN (CT);07/02/2023;FEMENINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);08/02/2023;FEMENINO;ADOLESCENTES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);08/02/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);09/02/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);10/02/2023;FEMENINO;ADULTOS;19001000;6
CONTUNDENTES;CAUCA;POPAYÁN (CT);11/02/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);11/02/2023;FEMENINO;MENORES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);11/02/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);12/02/2023;FEMENINO;ADULTOS;19001000;6
CONTUNDENTES;CAUCA;POPAYÁN (CT);12/02/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);13/02/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);15/02/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);15/02/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);16/02/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);17/02/2023;FEMENINO;ADULTOS;19001000;5
CONTUNDENTES;CAUCA;POPAYÁN (CT);17/02/2023;MASCULINO;ADOLESCENTES;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);18/02/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);18/02/2023;MASCULINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);19/02/2023;FEMENINO;ADULTOS;19001000;5
CONTUNDENTES;CAUCA;POPAYÁN (CT);19/02/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);19/02/2023;MASCULINO;MENORES;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);20/02/2023;FEMENINO;ADULTOS;19001000;6
CONTUNDENTES;CAUCA;POPAYÁN (CT);21/02/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);21/02/2023;MASCULINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);22/02/2023;FEMENINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);23/02/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);24/02/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);25/02/2023;FEMENINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);25/02/2023;MASCULINO;ADULTOS;19001000;3
CONTUNDENTES;CAUCA;POPAYÁN (CT);26/02/2023;FEMENINO;ADULTOS;19001000;5
CONTUNDENTES;CAUCA;POPAYÁN (CT);26/02/2023;MASCULINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);26/02/2023;;;19001000;1
CONTUNDENTES;CAUCA;POPAYÁN (CT);27/02/2023;FEMENINO;ADULTOS;19001000;4
CONTUNDENTES;CAUCA;POPAYÁN (CT);28/02/2023;FEMENINO;ADULTOS;19001000;2
CONTUNDENTES;CAUCA;POPAYÁN (CT);28/02/2023;MASCULINO;ADULTOS;19001000;1
CONTUNDENTES;CAUCA;PUERTO TEJADA;05/01/2023;MASCULINO;ADULTOS;19573000;2
CONTUNDENTES;CAUCA;PUERTO TEJADA;08/01/2023;FEMENINO;ADULTOS;19573000;1
CONTUNDENTES;CAUCA;PUERTO TEJADA;09/01/2023;FEMENINO;ADULTOS;19573000;1
CONTUNDENTES;CAUCA;PUERTO TEJADA;09/01/2023;MASCULINO;ADULTOS;19573000;1
CONTUNDENTES;CAUCA;PUERTO TEJADA;06/02/2023;FEMENINO;ADULTOS;19573000;1
CONTUNDENTES;CAUCA;SANTANDER DE QUILICHAO;01/01/2023;FEMENINO;ADULTOS;19698000;1
CONTUNDENTES;CAUCA;SANTANDER DE QUILICHAO;02/01/2023;FEMENINO;ADULTOS;19698000;3
CONTUNDENTES;CAUCA;SANTANDER DE QUILICHAO;03/01/2023;FEMENINO;ADULTOS;19698000;1
CONTUNDENTES;CAUCA;SANTANDER DE QUILICHAO;25/02/2023;FEMENINO;ADULTOS;19698000;1
CONTUNDENTES;CAUCA;SOTARA;13/01/2023;MASCULINO;ADULTOS;19760000;1
CONTUNDENTES;CAUCA;SOTARA;14/02/2023;FEMENINO;ADULTOS;19760000;1
CONTUNDENTES;CAUCA;TIMBÍO;03/01/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;14/01/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;22/01/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;23/01/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;30/01/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;04/02/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;07/02/2023;MASCULINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;09/02/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;12/02/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;16/02/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;16/02/2023;MASCULINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;18/02/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;TIMBÍO;21/02/2023;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CAUCA;VILLA RICA;02/01/2023;FEMENINO;ADULTOS;19845000;1
CONTUNDENTES;CAUCA;VILLA RICA;04/01/2023;MASCULINO;ADULTOS;19845000;1
CONTUNDENTES;CESAR;AGUACHICA;01/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;03/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;06/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;07/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;09/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;14/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;15/01/2023;FEMENINO;ADULTOS;20011000;2
CONTUNDENTES;CESAR;AGUACHICA;17/01/2023;MASCULINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;20/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;27/01/2023;FEMENINO;ADULTOS;20011000;2
CONTUNDENTES;CESAR;AGUACHICA;29/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;30/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;31/01/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;01/02/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;02/02/2023;MASCULINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;05/02/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;09/02/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUACHICA;25/02/2023;FEMENINO;ADULTOS;20011000;1
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;02/01/2023;MASCULINO;MENORES;20013000;1
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;15/01/2023;FEMENINO;ADULTOS;20013000;1
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;22/01/2023;FEMENINO;ADULTOS;20013000;2
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;12/02/2023;FEMENINO;ADULTOS;20013000;1
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;21/02/2023;FEMENINO;ADULTOS;20013000;1
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;23/02/2023;MASCULINO;ADULTOS;20013000;1
CONTUNDENTES;CESAR;AGUSTÍN CODAZZI;24/02/2023;FEMENINO;ADULTOS;20013000;1
CONTUNDENTES;CESAR;ASTREA;07/01/2023;FEMENINO;ADULTOS;20032000;1
CONTUNDENTES;CESAR;BECERRIL;12/02/2023;FEMENINO;ADULTOS;20045000;1
CONTUNDENTES;CESAR;BOSCONIA;16/01/2023;FEMENINO;ADULTOS;20060000;1
CONTUNDENTES;CESAR;BOSCONIA;21/01/2023;FEMENINO;ADULTOS;20060000;2
CONTUNDENTES;CESAR;BOSCONIA;22/01/2023;FEMENINO;ADULTOS;20060000;1
CONTUNDENTES;CESAR;BOSCONIA;23/01/2023;FEMENINO;ADOLESCENTES;20060000;1
CONTUNDENTES;CESAR;BOSCONIA;02/02/2023;FEMENINO;ADULTOS;20060000;1
CONTUNDENTES;CESAR;BOSCONIA;05/02/2023;FEMENINO;ADULTOS;20060000;1
CONTUNDENTES;CESAR;BOSCONIA;11/02/2023;FEMENINO;ADULTOS;20060000;1
CONTUNDENTES;CESAR;BOSCONIA;20/02/2023;FEMENINO;ADULTOS;20060000;1
CONTUNDENTES;CESAR;CHIRIGUANÁ;24/01/2023;FEMENINO;ADULTOS;20178000;1
CONTUNDENTES;CESAR;CURUMANÍ;08/01/2023;FEMENINO;ADULTOS;20228000;1
CONTUNDENTES;CESAR;CURUMANÍ;23/01/2023;FEMENINO;ADULTOS;20228000;1
CONTUNDENTES;CESAR;CURUMANÍ;29/01/2023;FEMENINO;ADULTOS;20228000;1
CONTUNDENTES;CESAR;CURUMANÍ;08/02/2023;FEMENINO;ADULTOS;20228000;1
CONTUNDENTES;CESAR;EL COPEY;02/02/2023;FEMENINO;ADULTOS;20238000;1
CONTUNDENTES;CESAR;EL COPEY;02/02/2023;MASCULINO;ADOLESCENTES;20238000;1
CONTUNDENTES;CESAR;EL PASO;15/01/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;15/01/2023;MASCULINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;16/01/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;20/01/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;29/01/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;02/02/2023;FEMENINO;ADOLESCENTES;20250000;1
CONTUNDENTES;CESAR;EL PASO;02/02/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;02/02/2023;MASCULINO;ADOLESCENTES;20250000;1
CONTUNDENTES;CESAR;EL PASO;14/02/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;EL PASO;22/02/2023;FEMENINO;ADULTOS;20250000;1
CONTUNDENTES;CESAR;GAMARRA;19/01/2023;FEMENINO;ADULTOS;20295000;1
CONTUNDENTES;CESAR;GAMARRA;21/02/2023;FEMENINO;ADULTOS;20295000;1
CONTUNDENTES;CESAR;LA GLORIA;02/01/2023;FEMENINO;ADULTOS;20383000;1
CONTUNDENTES;CESAR;LA GLORIA;04/01/2023;FEMENINO;ADULTOS;20383000;1
CONTUNDENTES;CESAR;LA GLORIA;04/01/2023;MASCULINO;ADULTOS;20383000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;12/01/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;17/01/2023;MASCULINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;18/01/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;27/01/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;15/02/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;16/02/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;21/02/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;27/02/2023;FEMENINO;ADULTOS;20400000;1
CONTUNDENTES;CESAR;LA JAGUA DE IBIRICO;27/02/2023;FEMENINO;MENORES;20400000;1
CONTUNDENTES;CESAR;LA PAZ;23/01/2023;MASCULINO;ADULTOS;20621000;1
CONTUNDENTES;CESAR;LA PAZ;11/02/2023;FEMENINO;ADULTOS;20621000;1
CONTUNDENTES;CESAR;LA PAZ;12/02/2023;FEMENINO;ADULTOS;20621000;1
CONTUNDENTES;CESAR;MANAURE;12/01/2023;FEMENINO;ADULTOS;20443000;1
CONTUNDENTES;CESAR;MANAURE;30/01/2023;FEMENINO;ADULTOS;20443000;1
CONTUNDENTES;CESAR;MANAURE;21/02/2023;FEMENINO;ADULTOS;20443000;1
CONTUNDENTES;CESAR;PELAYA;28/01/2023;FEMENINO;ADULTOS;20550000;1
CONTUNDENTES;CESAR;PUEBLO BELLO;07/01/2023;FEMENINO;ADULTOS;20570000;1
